dataset,time,step,loss,acc
train,2018-12-03T17:31:29.664437,1245,0.8729909,0.75
train,2018-12-03T17:31:30.072759,1246,1.0620904,0.5390625
train,2018-12-03T17:31:30.478818,1247,0.99019945,0.6171875
train,2018-12-03T17:31:30.890391,1248,1.0961058,0.546875
train,2018-12-03T17:31:31.305410,1249,1.0768608,0.5859375
train,2018-12-03T17:31:31.715436,1250,0.98087394,0.609375
train,2018-12-03T17:31:32.125560,1251,0.99360305,0.6796875
train,2018-12-03T17:31:32.530746,1252,1.0238032,0.6015625
train,2018-12-03T17:31:32.935520,1253,1.0168316,0.609375
train,2018-12-03T17:31:33.345671,1254,1.1113877,0.546875
train,2018-12-03T17:31:33.765071,1255,1.0885684,0.59375
train,2018-12-03T17:31:34.174530,1256,0.9674492,0.640625
train,2018-12-03T17:31:34.585571,1257,1.1693107,0.5546875
train,2018-12-03T17:31:35.000937,1258,1.0318363,0.6015625
train,2018-12-03T17:31:35.406084,1259,1.0500088,0.640625
train,2018-12-03T17:31:35.810408,1260,0.9322215,0.71875
train,2018-12-03T17:31:36.224492,1261,1.0277249,0.625
train,2018-12-03T17:31:36.639029,1262,1.0486689,0.609375
train,2018-12-03T17:31:37.046237,1263,0.9796137,0.6484375
train,2018-12-03T17:31:37.456150,1264,0.96090907,0.65625
train,2018-12-03T17:31:37.870123,1265,0.96227145,0.640625
train,2018-12-03T17:31:38.281014,1266,0.9945044,0.6640625
train,2018-12-03T17:31:38.694409,1267,1.0265107,0.625
train,2018-12-03T17:31:39.100473,1268,0.90698975,0.7265625
train,2018-12-03T17:31:39.510308,1269,0.98147166,0.65625
train,2018-12-03T17:31:39.922047,1270,0.9509174,0.65625
train,2018-12-03T17:31:40.337058,1271,0.95212245,0.7109375
train,2018-12-03T17:31:40.748151,1272,1.0187429,0.6015625
train,2018-12-03T17:31:41.154493,1273,0.998318,0.625
train,2018-12-03T17:31:41.566922,1274,0.97795105,0.65625
train,2018-12-03T17:31:41.982043,1275,1.0341418,0.578125
train,2018-12-03T17:31:42.385660,1276,1.0288429,0.6015625
train,2018-12-03T17:31:42.794607,1277,0.94650453,0.703125
train,2018-12-03T17:31:43.212157,1278,0.93898714,0.625
train,2018-12-03T17:31:43.615944,1279,1.070037,0.6015625
train,2018-12-03T17:31:44.034001,1280,1.0712057,0.5859375
train,2018-12-03T17:31:44.449390,1281,0.9654558,0.6640625
train,2018-12-03T17:31:44.859268,1282,1.0181218,0.625
train,2018-12-03T17:31:45.266155,1283,1.0290043,0.578125
train,2018-12-03T17:31:45.679614,1284,0.99855155,0.6015625
train,2018-12-03T17:31:46.088709,1285,1.0142641,0.6015625
train,2018-12-03T17:31:46.498860,1286,1.0028284,0.625
train,2018-12-03T17:31:46.914151,1287,1.0877793,0.5546875
train,2018-12-03T17:31:47.323419,1288,1.4368715,0.33333334
train,2018-12-03T17:31:47.348671,1289,0.8668693,0.6953125
train,2018-12-03T17:31:47.764783,1290,1.0635995,0.5625
train,2018-12-03T17:31:48.172376,1291,0.9780965,0.5859375
train,2018-12-03T17:31:48.580350,1292,1.1247232,0.5390625
train,2018-12-03T17:31:48.988103,1293,1.0243783,0.5859375
train,2018-12-03T17:31:49.395632,1294,0.95474684,0.6640625
train,2018-12-03T17:31:49.803175,1295,0.98960865,0.625
train,2018-12-03T17:31:50.209593,1296,1.013733,0.671875
train,2018-12-03T17:31:50.619461,1297,0.9843858,0.6484375
train,2018-12-03T17:31:51.032378,1298,0.9970854,0.5859375
train,2018-12-03T17:31:51.450344,1299,1.0657592,0.5546875
train,2018-12-03T17:31:51.851051,1300,1.0113523,0.5703125
dev,2018-12-03T17:31:52.266385,1300,1.1208069,0.5191485
train,2018-12-03T17:32:06.814691,1301,1.0103333,0.6015625
train,2018-12-03T17:32:07.243844,1302,0.972805,0.6171875
train,2018-12-03T17:32:07.661018,1303,0.8655353,0.7421875
train,2018-12-03T17:32:08.069559,1304,0.94192463,0.65625
train,2018-12-03T17:32:08.472966,1305,0.98458356,0.640625
train,2018-12-03T17:32:08.881229,1306,0.9981686,0.53125
train,2018-12-03T17:32:09.295403,1307,0.8810934,0.7421875
train,2018-12-03T17:32:09.709639,1308,0.98743254,0.6484375
train,2018-12-03T17:32:10.117469,1309,0.97460365,0.6328125
train,2018-12-03T17:32:10.534762,1310,0.91139764,0.7109375
train,2018-12-03T17:32:10.950016,1311,0.8778512,0.734375
train,2018-12-03T17:32:11.356138,1312,0.94934624,0.6484375
train,2018-12-03T17:32:11.770597,1313,0.89835364,0.6640625
train,2018-12-03T17:32:12.186130,1314,0.9169862,0.65625
train,2018-12-03T17:32:12.593777,1315,0.8744627,0.6953125
train,2018-12-03T17:32:13.012536,1316,0.94636637,0.640625
train,2018-12-03T17:32:13.427026,1317,0.86859006,0.7109375
train,2018-12-03T17:32:13.835360,1318,0.9240664,0.65625
train,2018-12-03T17:32:14.244622,1319,0.88603103,0.6875
train,2018-12-03T17:32:14.656622,1320,0.9158183,0.6875
train,2018-12-03T17:32:15.066320,1321,0.9299752,0.6953125
train,2018-12-03T17:32:15.481608,1322,0.9954374,0.6875
train,2018-12-03T17:32:15.896063,1323,0.88916105,0.734375
train,2018-12-03T17:32:16.307693,1324,0.9241957,0.6328125
train,2018-12-03T17:32:16.721233,1325,0.8999964,0.6953125
train,2018-12-03T17:32:17.127566,1326,0.9479292,0.6640625
train,2018-12-03T17:32:17.541456,1327,0.8773868,0.671875
train,2018-12-03T17:32:17.954766,1328,0.9304722,0.671875
train,2018-12-03T17:32:18.362898,1329,0.8759958,0.6796875
train,2018-12-03T17:32:18.777060,1330,0.8599539,0.765625
train,2018-12-03T17:32:19.196520,1331,0.8480524,0.7734375
train,2018-12-03T17:32:19.602832,1332,0.85624796,0.78125
train,2018-12-03T17:32:20.015155,1333,0.9132086,0.6953125
train,2018-12-03T17:32:20.425506,1334,0.9489735,0.703125
train,2018-12-03T17:32:20.833940,1335,0.8807592,0.7265625
train,2018-12-03T17:32:21.251702,1336,0.9108342,0.71875
train,2018-12-03T17:32:21.672098,1337,0.95034033,0.7109375
train,2018-12-03T17:32:22.084528,1338,0.93481356,0.6484375
train,2018-12-03T17:32:22.495655,1339,0.90101945,0.703125
train,2018-12-03T17:32:22.906639,1340,0.9112588,0.6953125
train,2018-12-03T17:32:23.316861,1341,0.9193221,0.703125
train,2018-12-03T17:32:23.728775,1342,0.9072592,0.65625
train,2018-12-03T17:32:24.141303,1343,0.9189205,0.6953125
train,2018-12-03T17:32:24.551859,1344,0.9205507,0.71875
train,2018-12-03T17:32:24.965084,1345,0.8664231,0.765625
train,2018-12-03T17:32:25.382585,1346,0.8346399,0.7421875
train,2018-12-03T17:32:25.792209,1347,1.028966,0.5859375
train,2018-12-03T17:32:26.208135,1348,0.83928746,0.7734375
train,2018-12-03T17:32:26.623980,1349,0.8362624,0.796875
train,2018-12-03T17:32:27.033784,1350,0.9263532,0.6796875
train,2018-12-03T17:32:27.447480,1351,0.84976596,0.75
train,2018-12-03T17:32:27.859132,1352,0.8421772,0.7421875
train,2018-12-03T17:32:28.272935,1353,0.90030867,0.6953125
train,2018-12-03T17:32:28.681610,1354,0.9078446,0.625
train,2018-12-03T17:32:29.092326,1355,0.87900126,0.7421875
train,2018-12-03T17:32:29.499022,1356,0.88170004,0.7265625
train,2018-12-03T17:32:29.913789,1357,0.8738647,0.75
train,2018-12-03T17:32:30.328517,1358,0.9611551,0.6171875
train,2018-12-03T17:32:30.746670,1359,0.9233402,0.71875
train,2018-12-03T17:32:31.159263,1360,0.8882571,0.71875
train,2018-12-03T17:32:31.566972,1361,0.9020877,0.7265625
train,2018-12-03T17:32:31.975506,1362,0.79872787,0.8125
train,2018-12-03T17:32:32.390138,1363,0.8784674,0.71875
train,2018-12-03T17:32:32.797932,1364,0.8780889,0.765625
train,2018-12-03T17:32:33.218153,1365,0.8549793,0.734375
train,2018-12-03T17:32:33.631142,1366,0.973211,0.6953125
train,2018-12-03T17:32:34.036684,1367,0.865739,0.734375
train,2018-12-03T17:32:34.449839,1368,0.90201765,0.7265625
train,2018-12-03T17:32:34.868667,1369,0.921299,0.703125
train,2018-12-03T17:32:35.275003,1370,0.8722223,0.703125
train,2018-12-03T17:32:35.687828,1371,0.87563497,0.703125
train,2018-12-03T17:32:36.099370,1372,0.88974833,0.734375
train,2018-12-03T17:32:36.509390,1373,0.9218245,0.6640625
train,2018-12-03T17:32:36.924157,1374,0.9006393,0.6875
train,2018-12-03T17:32:37.337590,1375,0.9638602,0.6953125
train,2018-12-03T17:32:37.747048,1376,0.9208574,0.6484375
train,2018-12-03T17:32:38.170127,1377,0.88492835,0.6953125
train,2018-12-03T17:32:38.579529,1378,0.9590741,0.71875
train,2018-12-03T17:32:38.993923,1379,0.92440534,0.6875
train,2018-12-03T17:32:39.407735,1380,0.94382167,0.671875
train,2018-12-03T17:32:39.819843,1381,0.87223786,0.734375
train,2018-12-03T17:32:40.227032,1382,0.91034716,0.75
train,2018-12-03T17:32:40.643914,1383,0.952338,0.6875
train,2018-12-03T17:32:41.053974,1384,0.91511554,0.7109375
train,2018-12-03T17:32:41.460757,1385,0.8211051,0.796875
train,2018-12-03T17:32:41.876637,1386,0.8982423,0.7109375
train,2018-12-03T17:32:42.293719,1387,0.91414887,0.6875
train,2018-12-03T17:32:42.705533,1388,0.76876116,0.7734375
train,2018-12-03T17:32:43.130117,1389,0.9242862,0.65625
train,2018-12-03T17:32:43.541466,1390,0.856326,0.6953125
train,2018-12-03T17:32:43.954181,1391,0.89989036,0.6953125
train,2018-12-03T17:32:44.372009,1392,0.9228292,0.6875
train,2018-12-03T17:32:44.779052,1393,0.85637873,0.734375
train,2018-12-03T17:32:45.194750,1394,0.9024146,0.7265625
train,2018-12-03T17:32:45.609590,1395,0.8982512,0.71875
train,2018-12-03T17:32:46.015257,1396,0.9019038,0.703125
train,2018-12-03T17:32:46.433011,1397,0.9210617,0.6640625
train,2018-12-03T17:32:46.848012,1398,0.8548748,0.71875
train,2018-12-03T17:32:47.256435,1399,0.8683453,0.7265625
train,2018-12-03T17:32:47.667528,1400,0.92248344,0.703125
dev,2018-12-03T17:32:48.081611,1400,1.0234902,0.6253888
train,2018-12-03T17:33:03.251928,1401,0.8781096,0.6953125
train,2018-12-03T17:33:03.684714,1402,0.9501432,0.671875
train,2018-12-03T17:33:04.094141,1403,0.8595027,0.7578125
train,2018-12-03T17:33:04.509904,1404,0.9106971,0.65625
train,2018-12-03T17:33:04.923662,1405,0.90224063,0.6796875
train,2018-12-03T17:33:05.337075,1406,0.8797929,0.75
train,2018-12-03T17:33:05.748603,1407,0.9522614,0.6796875
train,2018-12-03T17:33:06.159249,1408,0.93105257,0.734375
train,2018-12-03T17:33:06.570958,1409,0.92433846,0.703125
train,2018-12-03T17:33:06.990773,1410,0.884509,0.6953125
train,2018-12-03T17:33:07.403184,1411,0.9879676,0.65625
train,2018-12-03T17:33:07.813062,1412,0.8875647,0.6796875
train,2018-12-03T17:33:08.221947,1413,0.81870955,0.7578125
train,2018-12-03T17:33:08.632365,1414,0.9460937,0.6640625
train,2018-12-03T17:33:09.043524,1415,0.855884,0.7578125
train,2018-12-03T17:33:09.455377,1416,0.8839306,0.6796875
train,2018-12-03T17:33:09.870093,1417,0.75451404,0.78125
train,2018-12-03T17:33:10.276818,1418,0.9229244,0.65625
train,2018-12-03T17:33:10.687259,1419,0.94904935,0.6953125
train,2018-12-03T17:33:11.102216,1420,0.90105534,0.6875
train,2018-12-03T17:33:11.514596,1421,0.8674379,0.78125
train,2018-12-03T17:33:11.928613,1422,0.9088064,0.6796875
train,2018-12-03T17:33:12.340650,1423,0.9180658,0.6640625
train,2018-12-03T17:33:12.756443,1424,0.77642417,0.796875
train,2018-12-03T17:33:13.175842,1425,0.9362116,0.6640625
train,2018-12-03T17:33:13.594035,1426,0.83345056,0.7578125
train,2018-12-03T17:33:14.003972,1427,0.9476416,0.6640625
train,2018-12-03T17:33:14.420320,1428,0.8951575,0.734375
train,2018-12-03T17:33:14.828348,1429,0.9335328,0.6875
train,2018-12-03T17:33:15.236909,1430,0.8814797,0.6875
train,2018-12-03T17:33:15.650254,1431,1.0302745,0.6015625
train,2018-12-03T17:33:16.055714,1432,0.8258823,0.7734375
train,2018-12-03T17:33:16.477103,1433,0.9389726,0.6796875
train,2018-12-03T17:33:16.891716,1434,0.8769603,0.7421875
train,2018-12-03T17:33:17.299845,1435,0.9025361,0.7265625
train,2018-12-03T17:33:17.723936,1436,0.8100206,0.7890625
train,2018-12-03T17:33:18.142430,1437,1.0036875,0.6796875
train,2018-12-03T17:33:18.553993,1438,0.878209,0.734375
train,2018-12-03T17:33:18.967948,1439,0.92448926,0.7109375
train,2018-12-03T17:33:19.387202,1440,0.9099972,0.71875
train,2018-12-03T17:33:19.795117,1441,0.9099526,0.6953125
train,2018-12-03T17:33:20.204972,1442,0.9335,0.7109375
train,2018-12-03T17:33:20.622987,1443,0.92116505,0.71875
train,2018-12-03T17:33:21.026303,1444,0.8952248,0.671875
train,2018-12-03T17:33:21.440431,1445,0.88423944,0.6953125
train,2018-12-03T17:33:21.855523,1446,0.826036,0.7734375
train,2018-12-03T17:33:22.262938,1447,0.8971898,0.7265625
train,2018-12-03T17:33:22.675922,1448,0.91701186,0.6875
train,2018-12-03T17:33:23.087985,1449,0.8446256,0.765625
train,2018-12-03T17:33:23.490884,1450,0.9180696,0.6875
train,2018-12-03T17:33:23.904638,1451,0.85940295,0.7421875
train,2018-12-03T17:33:24.314814,1452,0.834125,0.75
train,2018-12-03T17:33:24.727002,1453,0.8983736,0.6953125
train,2018-12-03T17:33:25.140711,1454,0.8952266,0.75
train,2018-12-03T17:33:25.551272,1455,0.87820244,0.8046875
train,2018-12-03T17:33:25.954780,1456,0.9430017,0.640625
train,2018-12-03T17:33:26.372899,1457,0.8746691,0.75
train,2018-12-03T17:33:26.788155,1458,0.870225,0.71875
train,2018-12-03T17:33:27.200385,1459,0.96131384,0.6484375
train,2018-12-03T17:33:27.611639,1460,0.8905911,0.703125
train,2018-12-03T17:33:28.027577,1461,0.8889563,0.6796875
train,2018-12-03T17:33:28.437719,1462,0.9374065,0.671875
train,2018-12-03T17:33:28.848802,1463,0.88720506,0.71875
train,2018-12-03T17:33:29.256313,1464,0.89452356,0.71875
train,2018-12-03T17:33:29.665153,1465,0.99681747,0.7265625
train,2018-12-03T17:33:30.076666,1466,0.98339856,0.640625
train,2018-12-03T17:33:30.486024,1467,0.96626407,0.671875
train,2018-12-03T17:33:30.899034,1468,0.8562187,0.7421875
train,2018-12-03T17:33:31.311749,1469,0.8872391,0.6640625
train,2018-12-03T17:33:31.723847,1470,0.84453934,0.734375
train,2018-12-03T17:33:32.136228,1471,0.93651074,0.640625
train,2018-12-03T17:33:32.549531,1472,0.96504265,0.6953125
train,2018-12-03T17:33:32.958127,1473,0.90962815,0.703125
train,2018-12-03T17:33:33.370216,1474,0.89896756,0.703125
train,2018-12-03T17:33:33.782716,1475,0.9238672,0.671875
train,2018-12-03T17:33:34.186232,1476,0.82371,0.75
train,2018-12-03T17:33:34.600494,1477,0.825493,0.78125
train,2018-12-03T17:33:35.014781,1478,0.88977575,0.734375
train,2018-12-03T17:33:35.419896,1479,0.9294087,0.6875
train,2018-12-03T17:33:35.835481,1480,0.9079961,0.671875
train,2018-12-03T17:33:36.247198,1481,0.8787129,0.7421875
train,2018-12-03T17:33:36.654766,1482,0.9060971,0.8046875
train,2018-12-03T17:33:37.065473,1483,0.8107333,0.7890625
train,2018-12-03T17:33:37.473097,1484,0.91236544,0.6796875
train,2018-12-03T17:33:37.885013,1485,0.8623829,0.75
train,2018-12-03T17:33:38.298296,1486,0.9537386,0.6796875
train,2018-12-03T17:33:38.713740,1487,0.9115175,0.7265625
train,2018-12-03T17:33:39.124218,1488,0.88628435,0.671875
train,2018-12-03T17:33:39.536714,1489,0.88292307,0.7109375
train,2018-12-03T17:33:39.948265,1490,0.8721654,0.7265625
train,2018-12-03T17:33:40.360889,1491,0.86728656,0.7265625
train,2018-12-03T17:33:40.770464,1492,0.8663524,0.7421875
train,2018-12-03T17:33:41.187604,1493,0.9341895,0.6875
train,2018-12-03T17:33:41.595212,1494,0.8514453,0.7734375
train,2018-12-03T17:33:42.010020,1495,0.82852083,0.734375
train,2018-12-03T17:33:42.427747,1496,0.8196176,0.7265625
train,2018-12-03T17:33:42.835093,1497,0.8273969,0.75
train,2018-12-03T17:33:43.251989,1498,0.9114219,0.6875
train,2018-12-03T17:33:43.655954,1499,0.89118844,0.7109375
train,2018-12-03T17:33:44.072979,1500,0.78529924,0.78125
dev,2018-12-03T17:33:44.487469,1500,1.0181816,0.62636083
train,2018-12-03T17:33:58.825541,1501,0.84450126,0.765625
train,2018-12-03T17:33:59.252520,1502,0.78678966,0.7578125
train,2018-12-03T17:33:59.656342,1503,0.8982955,0.6953125
train,2018-12-03T17:34:00.068255,1504,0.90039146,0.703125
train,2018-12-03T17:34:00.486507,1505,0.91643,0.6875
train,2018-12-03T17:34:00.900333,1506,0.79938686,0.796875
train,2018-12-03T17:34:01.311568,1507,0.91589075,0.6484375
train,2018-12-03T17:34:01.723052,1508,0.8710176,0.7265625
train,2018-12-03T17:34:02.136874,1509,0.90292907,0.6875
train,2018-12-03T17:34:02.549979,1510,0.90533334,0.6640625
train,2018-12-03T17:34:02.954135,1511,0.8480218,0.75
train,2018-12-03T17:34:03.363788,1512,0.8673201,0.7421875
train,2018-12-03T17:34:03.780156,1513,0.9263545,0.625
train,2018-12-03T17:34:04.189288,1514,0.8942193,0.703125
train,2018-12-03T17:34:04.602283,1515,1.0287913,0.6015625
train,2018-12-03T17:34:05.015312,1516,0.9208983,0.6796875
train,2018-12-03T17:34:05.425576,1517,0.86313814,0.7265625
train,2018-12-03T17:34:05.839559,1518,0.8253535,0.75
train,2018-12-03T17:34:06.253092,1519,0.8809078,0.71875
train,2018-12-03T17:34:06.662667,1520,0.94908535,0.65625
train,2018-12-03T17:34:07.079241,1521,0.8425296,0.703125
train,2018-12-03T17:34:07.494085,1522,0.8497937,0.7421875
train,2018-12-03T17:34:07.902352,1523,1.0210353,0.5625
train,2018-12-03T17:34:08.313668,1524,0.98953664,0.5859375
train,2018-12-03T17:34:08.729588,1525,0.88098747,0.734375
train,2018-12-03T17:34:09.134621,1526,0.8573509,0.6953125
train,2018-12-03T17:34:09.546346,1527,0.8907407,0.703125
train,2018-12-03T17:34:09.960857,1528,0.88763416,0.734375
train,2018-12-03T17:34:10.370377,1529,0.896958,0.625
train,2018-12-03T17:34:10.781468,1530,1.0038397,0.5703125
train,2018-12-03T17:34:11.190954,1531,0.929161,0.6640625
train,2018-12-03T17:34:11.602178,1532,1.0284603,0.6171875
train,2018-12-03T17:34:12.017217,1533,0.84331954,0.7265625
train,2018-12-03T17:34:12.427928,1534,0.89847636,0.71875
train,2018-12-03T17:34:12.833839,1535,0.9511261,0.640625
train,2018-12-03T17:34:13.249102,1536,0.89929444,0.6484375
train,2018-12-03T17:34:13.663594,1537,0.9428595,0.6015625
train,2018-12-03T17:34:14.073746,1538,0.89662963,0.6953125
train,2018-12-03T17:34:14.487082,1539,0.8267663,0.765625
train,2018-12-03T17:34:14.898686,1540,0.7731873,0.828125
train,2018-12-03T17:34:15.304784,1541,0.8603281,0.7578125
train,2018-12-03T17:34:15.728787,1542,0.9096279,0.6796875
train,2018-12-03T17:34:16.138295,1543,0.9541554,0.6015625
train,2018-12-03T17:34:16.549372,1544,0.9150183,0.6953125
train,2018-12-03T17:34:16.961727,1545,0.9447333,0.6640625
train,2018-12-03T17:34:17.372527,1546,0.8558529,0.75
train,2018-12-03T17:34:17.784773,1547,0.91528344,0.6796875
train,2018-12-03T17:34:18.196406,1548,0.83080965,0.7265625
train,2018-12-03T17:34:18.604271,1549,0.84324193,0.78125
train,2018-12-03T17:34:19.019225,1550,0.8207464,0.71875
train,2018-12-03T17:34:19.429983,1551,0.8234312,0.7265625
train,2018-12-03T17:34:19.841321,1552,0.9409991,0.6640625
train,2018-12-03T17:34:20.254768,1553,0.8481264,0.7578125
train,2018-12-03T17:34:20.670850,1554,0.89699036,0.7109375
train,2018-12-03T17:34:21.076873,1555,0.84951514,0.75
train,2018-12-03T17:34:21.495783,1556,0.8613319,0.75
train,2018-12-03T17:34:21.906891,1557,0.8381332,0.7265625
train,2018-12-03T17:34:22.312491,1558,0.96928406,0.6875
train,2018-12-03T17:34:22.723754,1559,0.81506795,0.7734375
train,2018-12-03T17:34:23.137004,1560,0.97378457,0.6875
train,2018-12-03T17:34:23.546958,1561,0.85651124,0.734375
train,2018-12-03T17:34:23.963255,1562,0.89110786,0.6796875
train,2018-12-03T17:34:24.380006,1563,0.87677413,0.7421875
train,2018-12-03T17:34:24.792485,1564,0.9339431,0.6796875
train,2018-12-03T17:34:25.204801,1565,0.86407924,0.6796875
train,2018-12-03T17:34:25.617663,1566,0.75915056,0.7890625
train,2018-12-03T17:34:26.024641,1567,0.9044751,0.671875
train,2018-12-03T17:34:26.435583,1568,0.96164817,0.671875
train,2018-12-03T17:34:26.848519,1569,0.96334577,0.65625
train,2018-12-03T17:34:27.253732,1570,0.8210827,0.7421875
train,2018-12-03T17:34:27.665333,1571,0.8650326,0.7421875
train,2018-12-03T17:34:28.079124,1572,0.9636843,0.65625
train,2018-12-03T17:34:28.485540,1573,0.9102074,0.6640625
train,2018-12-03T17:34:28.901608,1574,0.9297338,0.703125
train,2018-12-03T17:34:29.315591,1575,0.9409481,0.640625
train,2018-12-03T17:34:29.723869,1576,0.91904604,0.671875
train,2018-12-03T17:34:30.132198,1577,1.0605365,0.5625
train,2018-12-03T17:34:30.549790,1578,0.9595225,0.65625
train,2018-12-03T17:34:30.962511,1579,0.85744494,0.7578125
train,2018-12-03T17:34:31.380294,1580,0.9099846,0.7109375
train,2018-12-03T17:34:31.788252,1581,0.85440826,0.7890625
train,2018-12-03T17:34:32.197401,1582,0.8930223,0.703125
train,2018-12-03T17:34:32.606982,1583,0.9016262,0.734375
train,2018-12-03T17:34:33.014268,1584,0.76914936,0.75
train,2018-12-03T17:34:33.425536,1585,0.78110653,0.78125
train,2018-12-03T17:34:33.837455,1586,0.88380045,0.6953125
train,2018-12-03T17:34:34.245856,1587,0.93677044,0.65625
train,2018-12-03T17:34:34.660756,1588,0.85685784,0.7578125
train,2018-12-03T17:34:35.072318,1589,0.9122555,0.6875
train,2018-12-03T17:34:35.479653,1590,0.9659152,0.7265625
train,2018-12-03T17:34:35.890405,1591,0.8297349,0.734375
train,2018-12-03T17:34:36.303346,1592,0.8633001,0.7265625
train,2018-12-03T17:34:36.715776,1593,0.8494973,0.6875
train,2018-12-03T17:34:37.126840,1594,0.9340844,0.71875
train,2018-12-03T17:34:37.540845,1595,0.9199377,0.671875
train,2018-12-03T17:34:37.950361,1596,0.80764914,0.765625
train,2018-12-03T17:34:38.365627,1597,0.8611171,0.765625
train,2018-12-03T17:34:38.782915,1598,0.8616129,0.7109375
train,2018-12-03T17:34:39.189509,1599,0.816835,0.7109375
train,2018-12-03T17:34:39.599778,1600,0.84791434,0.75
dev,2018-12-03T17:34:40.010220,1600,0.9985607,0.64463454
train,2018-12-03T17:34:54.411480,1601,0.8466424,0.7421875
train,2018-12-03T17:34:54.834522,1602,0.90369076,0.71875
train,2018-12-03T17:34:55.242051,1603,0.907648,0.7109375
train,2018-12-03T17:34:55.657838,1604,0.8984678,0.6640625
train,2018-12-03T17:34:56.064991,1605,0.8752104,0.6953125
train,2018-12-03T17:34:56.474580,1606,0.8116972,0.703125
train,2018-12-03T17:34:56.890434,1607,0.8083882,0.78125
train,2018-12-03T17:34:57.296618,1608,0.85388404,0.71875
train,2018-12-03T17:34:57.711204,1609,0.88006043,0.6796875
train,2018-12-03T17:34:58.120480,1610,0.8937353,0.7109375
train,2018-12-03T17:34:58.525543,1611,0.8608646,0.734375
train,2018-12-03T17:34:58.931847,1612,0.8894625,0.6953125
train,2018-12-03T17:34:59.345656,1613,0.85902053,0.7421875
train,2018-12-03T17:34:59.752731,1614,0.9045576,0.703125
train,2018-12-03T17:35:00.177272,1615,0.8255329,0.7578125
train,2018-12-03T17:35:00.596287,1616,0.88098335,0.75
train,2018-12-03T17:35:01.008851,1617,0.95642716,0.7109375
train,2018-12-03T17:35:01.417545,1618,0.8660837,0.796875
train,2018-12-03T17:35:01.828643,1619,0.8215174,0.75
train,2018-12-03T17:35:02.238269,1620,0.9018535,0.734375
train,2018-12-03T17:35:02.648220,1621,0.7875111,0.765625
train,2018-12-03T17:35:03.054965,1622,0.88565594,0.6875
train,2018-12-03T17:35:03.467395,1623,0.87189656,0.65625
train,2018-12-03T17:35:03.879396,1624,0.99262524,0.6484375
train,2018-12-03T17:35:04.285581,1625,0.96924454,0.5859375
train,2018-12-03T17:35:04.698328,1626,0.9638324,0.6484375
train,2018-12-03T17:35:05.114748,1627,0.8945787,0.6640625
train,2018-12-03T17:35:05.522411,1628,0.92683995,0.65625
train,2018-12-03T17:35:05.933467,1629,0.9025671,0.6953125
train,2018-12-03T17:35:06.347994,1630,0.9548383,0.609375
train,2018-12-03T17:35:06.756042,1631,0.76750237,0.8046875
train,2018-12-03T17:35:07.166612,1632,0.93333936,0.6875
train,2018-12-03T17:35:07.583506,1633,0.8660916,0.7421875
train,2018-12-03T17:35:07.995262,1634,0.9511532,0.6484375
train,2018-12-03T17:35:08.408167,1635,0.9375968,0.703125
train,2018-12-03T17:35:08.822006,1636,0.8360729,0.765625
train,2018-12-03T17:35:09.231195,1637,0.89760303,0.6640625
train,2018-12-03T17:35:09.639641,1638,0.94167024,0.6484375
train,2018-12-03T17:35:10.048516,1639,0.87932426,0.671875
train,2018-12-03T17:35:10.457277,1640,0.9640405,0.6640625
train,2018-12-03T17:35:10.870580,1641,0.8979308,0.703125
train,2018-12-03T17:35:11.288088,1642,0.82206094,0.7734375
train,2018-12-03T17:35:11.700073,1643,0.93531245,0.6796875
train,2018-12-03T17:35:12.118022,1644,0.8656647,0.6875
train,2018-12-03T17:35:12.530887,1645,0.7708965,0.8203125
train,2018-12-03T17:35:12.938138,1646,0.9488337,0.6875
train,2018-12-03T17:35:13.348105,1647,0.933733,0.703125
train,2018-12-03T17:35:13.760817,1648,0.8484988,0.7109375
train,2018-12-03T17:35:14.172379,1649,0.89551127,0.75
train,2018-12-03T17:35:14.576858,1650,0.83865374,0.7265625
train,2018-12-03T17:35:14.985525,1651,0.90228665,0.6796875
train,2018-12-03T17:35:15.396315,1652,0.8898116,0.640625
train,2018-12-03T17:35:15.804824,1653,0.8682759,0.7109375
train,2018-12-03T17:35:16.214510,1654,0.92954236,0.6171875
train,2018-12-03T17:35:16.618753,1655,0.9570471,0.640625
train,2018-12-03T17:35:17.031384,1656,0.8536174,0.75
train,2018-12-03T17:35:17.441945,1657,0.8257033,0.6953125
train,2018-12-03T17:35:17.855188,1658,0.8841034,0.703125
train,2018-12-03T17:35:18.269990,1659,0.96858346,0.6953125
train,2018-12-03T17:35:18.680248,1660,0.9232701,0.6640625
train,2018-12-03T17:35:19.097257,1661,0.8201026,0.828125
train,2018-12-03T17:35:19.512558,1662,0.86444217,0.7421875
train,2018-12-03T17:35:19.918689,1663,0.89119077,0.71875
train,2018-12-03T17:35:20.332818,1664,0.88230276,0.6953125
train,2018-12-03T17:35:20.748600,1665,0.9718858,0.6328125
train,2018-12-03T17:35:21.158024,1666,0.9444645,0.6640625
train,2018-12-03T17:35:21.562965,1667,0.89189607,0.7265625
train,2018-12-03T17:35:21.981509,1668,0.89929533,0.6953125
train,2018-12-03T17:35:22.393418,1669,0.8205836,0.75
train,2018-12-03T17:35:22.805381,1670,0.8185413,0.7421875
train,2018-12-03T17:35:23.216467,1671,0.83742344,0.7890625
