dataset,time,step,loss,acc
train,2018-12-03T17:57:31.957896,4041,0.53120977,0.9609375
train,2018-12-03T17:57:32.362944,4042,0.5420926,0.921875
train,2018-12-03T17:57:32.774181,4043,0.5269315,0.9296875
train,2018-12-03T17:57:33.194639,4044,0.48772454,0.9609375
train,2018-12-03T17:57:33.606044,4045,0.4685756,0.9453125
train,2018-12-03T17:57:34.016119,4046,0.5212489,0.9296875
train,2018-12-03T17:57:34.427202,4047,0.5262079,0.9296875
train,2018-12-03T17:57:34.834926,4048,0.50518817,0.9453125
train,2018-12-03T17:57:35.245752,4049,0.49070022,0.9296875
train,2018-12-03T17:57:35.659582,4050,0.50405663,0.9375
train,2018-12-03T17:57:36.072861,4051,0.49322265,0.9609375
train,2018-12-03T17:57:36.482682,4052,0.507404,0.96875
train,2018-12-03T17:57:36.892357,4053,0.5584425,0.9140625
train,2018-12-03T17:57:37.307227,4054,0.4422832,0.96875
train,2018-12-03T17:57:37.725091,4055,0.5043601,0.921875
train,2018-12-03T17:57:38.133827,4056,0.49341643,0.921875
train,2018-12-03T17:57:38.546377,4057,0.5486386,0.921875
train,2018-12-03T17:57:38.963507,4058,0.49627602,0.9375
train,2018-12-03T17:57:39.372668,4059,0.52373314,0.890625
train,2018-12-03T17:57:39.791396,4060,0.48567992,0.9296875
train,2018-12-03T17:57:40.204263,4061,0.5042332,0.953125
train,2018-12-03T17:57:40.612182,4062,0.5540433,0.9375
train,2018-12-03T17:57:41.020832,4063,0.5388272,0.90625
train,2018-12-03T17:57:41.437224,4064,0.4913844,0.9609375
train,2018-12-03T17:57:41.844541,4065,0.54275656,0.8984375
train,2018-12-03T17:57:42.257577,4066,0.53961605,0.9375
train,2018-12-03T17:57:42.673928,4067,0.52323043,0.953125
train,2018-12-03T17:57:43.088549,4068,0.5408206,0.90625
train,2018-12-03T17:57:43.505490,4069,0.5139864,0.953125
train,2018-12-03T17:57:43.913786,4070,0.5969565,0.8828125
train,2018-12-03T17:57:44.325467,4071,0.5767012,0.90625
train,2018-12-03T17:57:44.737404,4072,0.5467181,0.8984375
train,2018-12-03T17:57:45.148806,4073,0.49832132,0.953125
train,2018-12-03T17:57:45.555225,4074,0.5944008,0.875
train,2018-12-03T17:57:45.965325,4075,0.5282378,0.9140625
train,2018-12-03T17:57:46.377709,4076,0.5689498,0.8984375
train,2018-12-03T17:57:46.784740,4077,0.5171692,0.921875
train,2018-12-03T17:57:47.200859,4078,0.48863506,0.921875
train,2018-12-03T17:57:47.616471,4079,0.55050284,0.9140625
train,2018-12-03T17:57:48.022161,4080,0.5353117,0.9453125
train,2018-12-03T17:57:48.438079,4081,0.48071373,0.96875
train,2018-12-03T17:57:48.849962,4082,0.49841803,0.953125
train,2018-12-03T17:57:49.257449,4083,0.4444039,0.953125
train,2018-12-03T17:57:49.668888,4084,0.51159286,0.921875
train,2018-12-03T17:57:50.082345,4085,0.5245462,0.9140625
train,2018-12-03T17:57:50.492627,4086,0.5519606,0.90625
train,2018-12-03T17:57:50.907613,4087,0.49490595,0.9453125
train,2018-12-03T17:57:51.318622,4088,0.5526806,0.8984375
train,2018-12-03T17:57:51.736795,4089,0.4775633,0.96875
train,2018-12-03T17:57:52.148262,4090,0.51583886,0.921875
train,2018-12-03T17:57:52.554310,4091,0.5194918,0.953125
train,2018-12-03T17:57:52.968221,4092,0.4816283,0.9609375
train,2018-12-03T17:57:53.385215,4093,0.48643553,0.953125
train,2018-12-03T17:57:53.788944,4094,0.44981295,0.9609375
train,2018-12-03T17:57:54.206790,4095,0.47928143,0.9453125
train,2018-12-03T17:57:54.618598,4096,0.51346,0.9453125
train,2018-12-03T17:57:55.022937,4097,0.5445777,0.921875
train,2018-12-03T17:57:55.434489,4098,0.4684895,0.96875
train,2018-12-03T17:57:55.845195,4099,0.55792123,0.9140625
train,2018-12-03T17:57:56.254393,4100,0.59572184,0.90625
dev,2018-12-03T17:57:56.668771,4100,0.8570337,0.7410575
train,2018-12-03T17:58:11.375375,4101,0.5284495,0.9296875
train,2018-12-03T17:58:11.796505,4102,0.51129633,0.9375
train,2018-12-03T17:58:12.212927,4103,0.5485263,0.890625
train,2018-12-03T17:58:12.629425,4104,0.5347767,0.90625
train,2018-12-03T17:58:13.036507,4105,0.5267001,0.9296875
train,2018-12-03T17:58:13.450317,4106,0.57462144,0.890625
train,2018-12-03T17:58:13.866969,4107,0.5043832,0.9375
train,2018-12-03T17:58:14.276475,4108,0.54542285,0.921875
train,2018-12-03T17:58:14.692425,4109,0.5675816,0.8671875
train,2018-12-03T17:58:15.103359,4110,0.5768007,0.90625
train,2018-12-03T17:58:15.511396,4111,0.52789253,0.90625
train,2018-12-03T17:58:15.926663,4112,0.52581084,0.8984375
train,2018-12-03T17:58:16.339346,4113,0.61935866,0.8828125
train,2018-12-03T17:58:16.744924,4114,0.5197587,0.90625
train,2018-12-03T17:58:17.153159,4115,0.49079472,0.9296875
train,2018-12-03T17:58:17.566879,4116,0.5787716,0.890625
train,2018-12-03T17:58:17.975840,4117,0.5449018,0.9453125
train,2018-12-03T17:58:18.383185,4118,0.45471117,0.96875
train,2018-12-03T17:58:18.794261,4119,0.5121501,0.9453125
train,2018-12-03T17:58:19.201971,4120,0.5140769,0.9453125
train,2018-12-03T17:58:19.614570,4121,0.53302824,0.9140625
train,2018-12-03T17:58:20.033343,4122,0.5079986,0.9375
train,2018-12-03T17:58:20.442939,4123,0.5982866,0.875
train,2018-12-03T17:58:20.855291,4124,0.54443467,0.921875
train,2018-12-03T17:58:21.268800,4125,0.51653326,0.9453125
train,2018-12-03T17:58:21.677290,4126,0.568517,0.921875
train,2018-12-03T17:58:22.084753,4127,0.47764125,0.953125
train,2018-12-03T17:58:22.494701,4128,0.5910493,0.8984375
train,2018-12-03T17:58:22.904815,4129,0.48382342,0.9296875
train,2018-12-03T17:58:23.319598,4130,0.5489264,0.9140625
train,2018-12-03T17:58:23.732119,4131,0.5171,0.9609375
train,2018-12-03T17:58:24.146149,4132,0.5212427,0.9609375
train,2018-12-03T17:58:24.561033,4133,0.4738796,0.953125
train,2018-12-03T17:58:24.972239,4134,0.5290484,0.9453125
train,2018-12-03T17:58:25.381925,4135,0.491211,0.953125
train,2018-12-03T17:58:25.797115,4136,0.52578723,0.921875
train,2018-12-03T17:58:26.205628,4137,0.5123229,0.9453125
train,2018-12-03T17:58:26.615447,4138,0.564053,0.9296875
train,2018-12-03T17:58:27.028950,4139,0.47967696,0.9453125
train,2018-12-03T17:58:27.436928,4140,0.5402622,0.9453125
train,2018-12-03T17:58:27.849832,4141,0.49175906,0.953125
train,2018-12-03T17:58:28.263182,4142,0.50414145,0.9375
train,2018-12-03T17:58:28.670120,4143,0.56445616,0.921875
train,2018-12-03T17:58:29.078710,4144,0.5338677,0.953125
train,2018-12-03T17:58:29.488478,4145,0.47153336,0.953125
train,2018-12-03T17:58:29.898187,4146,0.5234565,0.9453125
train,2018-12-03T17:58:30.310069,4147,0.49564293,0.9453125
train,2018-12-03T17:58:30.724352,4148,0.5263889,0.921875
train,2018-12-03T17:58:31.134091,4149,0.52581584,0.9375
train,2018-12-03T17:58:31.542293,4150,0.57564896,0.90625
train,2018-12-03T17:58:31.953149,4151,0.51498586,0.921875
train,2018-12-03T17:58:32.364975,4152,0.5023229,0.953125
train,2018-12-03T17:58:32.784230,4153,0.5532706,0.90625
train,2018-12-03T17:58:33.201002,4154,0.50968367,0.9296875
train,2018-12-03T17:58:33.608464,4155,0.51062965,0.9375
train,2018-12-03T17:58:34.018413,4156,0.58644,0.8671875
train,2018-12-03T17:58:34.425550,4157,0.50168467,0.9296875
train,2018-12-03T17:58:34.837998,4158,0.55707514,0.8984375
train,2018-12-03T17:58:35.248744,4159,0.55223143,0.90625
train,2018-12-03T17:58:35.665394,4160,0.605624,0.875
train,2018-12-03T17:58:36.076306,4161,0.4494668,0.9921875
train,2018-12-03T17:58:36.487197,4162,0.51132625,0.9453125
train,2018-12-03T17:58:36.901414,4163,0.4978577,0.9453125
train,2018-12-03T17:58:37.309470,4164,0.53007954,0.921875
train,2018-12-03T17:58:37.724763,4165,0.54512036,0.9140625
train,2018-12-03T17:58:38.138766,4166,0.4845761,0.953125
train,2018-12-03T17:58:38.543880,4167,0.5195074,0.9609375
train,2018-12-03T17:58:38.952642,4168,0.54524744,0.9140625
train,2018-12-03T17:58:39.366997,4169,0.5156795,0.9375
train,2018-12-03T17:58:39.777994,4170,0.5533975,0.9140625
train,2018-12-03T17:58:40.185842,4171,0.48505768,0.96875
train,2018-12-03T17:58:40.594855,4172,0.5460868,0.9296875
train,2018-12-03T17:58:41.006091,4173,0.57643884,0.9296875
train,2018-12-03T17:58:41.410802,4174,0.54212236,0.8984375
train,2018-12-03T17:58:41.820548,4175,0.4760288,0.953125
train,2018-12-03T17:58:42.233053,4176,0.53881574,0.90625
train,2018-12-03T17:58:42.644664,4177,0.4884267,0.96875
train,2018-12-03T17:58:43.055054,4178,0.5124888,0.9296875
train,2018-12-03T17:58:43.479283,4179,0.5241044,0.9140625
train,2018-12-03T17:58:43.895401,4180,0.5197327,0.921875
train,2018-12-03T17:58:44.303845,4181,0.4876399,0.9765625
train,2018-12-03T17:58:44.714976,4182,0.42403832,0.96875
train,2018-12-03T17:58:45.123598,4183,0.54903173,0.890625
train,2018-12-03T17:58:45.532612,4184,0.57763577,0.8671875
train,2018-12-03T17:58:45.945102,4185,0.54532045,0.90625
train,2018-12-03T17:58:46.358859,4186,0.5035156,0.9609375
train,2018-12-03T17:58:46.770754,4187,0.52532864,0.9296875
train,2018-12-03T17:58:47.180178,4188,0.46621153,0.9375
train,2018-12-03T17:58:47.588077,4189,0.50248027,0.9609375
train,2018-12-03T17:58:47.993135,4190,0.5424005,0.9296875
train,2018-12-03T17:58:48.404314,4191,0.51644385,0.921875
train,2018-12-03T17:58:48.816238,4192,0.5447532,0.90625
train,2018-12-03T17:58:49.223429,4193,0.5850218,0.8828125
train,2018-12-03T17:58:49.637031,4194,0.47184294,0.9609375
train,2018-12-03T17:58:50.046975,4195,0.51003826,0.96875
train,2018-12-03T17:58:50.453444,4196,0.50438327,0.9296875
train,2018-12-03T17:58:50.861578,4197,0.52912915,0.8984375
train,2018-12-03T17:58:51.271727,4198,0.5056652,0.9375
train,2018-12-03T17:58:51.682568,4199,0.5284351,0.921875
train,2018-12-03T17:58:52.098103,4200,0.5192466,0.9296875
dev,2018-12-03T17:58:52.512591,4200,0.8543776,0.74513996
train,2018-12-03T17:59:06.942976,4201,0.5258714,0.921875
train,2018-12-03T17:59:07.365185,4202,0.4727105,0.9453125
train,2018-12-03T17:59:07.778946,4203,0.5121292,0.921875
train,2018-12-03T17:59:08.194988,4204,0.51801825,0.9375
train,2018-12-03T17:59:08.610143,4205,0.5079692,0.9375
train,2018-12-03T17:59:09.024137,4206,0.52460957,0.953125
train,2018-12-03T17:59:09.436020,4207,0.5035868,0.8984375
train,2018-12-03T17:59:09.846083,4208,0.57363117,0.90625
train,2018-12-03T17:59:10.257449,4209,0.5401288,0.90625
train,2018-12-03T17:59:10.663973,4210,0.5166429,0.9375
train,2018-12-03T17:59:11.078149,4211,0.5063112,0.9375
train,2018-12-03T17:59:11.494802,4212,0.53118676,0.921875
train,2018-12-03T17:59:11.900815,4213,0.50072575,0.921875
train,2018-12-03T17:59:12.314517,4214,0.51782286,0.9609375
train,2018-12-03T17:59:12.733044,4215,0.58661747,0.9296875
train,2018-12-03T17:59:13.153786,4216,0.50169384,0.953125
train,2018-12-03T17:59:13.567721,4217,0.5439451,0.9140625
train,2018-12-03T17:59:13.984613,4218,0.525877,0.90625
train,2018-12-03T17:59:14.390363,4219,0.48180792,0.9453125
train,2018-12-03T17:59:14.800704,4220,0.53060967,0.921875
train,2018-12-03T17:59:15.215187,4221,0.5245072,0.921875
train,2018-12-03T17:59:15.627934,4222,0.52599394,0.90625
train,2018-12-03T17:59:16.041300,4223,0.5453012,0.921875
train,2018-12-03T17:59:16.451837,4224,0.5091418,0.9609375
train,2018-12-03T17:59:16.862604,4225,0.5606641,0.921875
train,2018-12-03T17:59:17.278561,4226,0.5376169,0.921875
train,2018-12-03T17:59:17.689900,4227,0.526734,0.9296875
train,2018-12-03T17:59:18.098261,4228,0.5745852,0.90625
train,2018-12-03T17:59:18.504040,4229,0.55945396,0.9375
train,2018-12-03T17:59:18.911164,4230,0.56087655,0.8984375
train,2018-12-03T17:59:19.319850,4231,0.5188861,0.9296875
train,2018-12-03T17:59:19.734982,4232,0.49441326,0.921875
train,2018-12-03T17:59:20.141026,4233,0.5045481,0.9375
train,2018-12-03T17:59:20.552597,4234,0.5034331,0.9375
train,2018-12-03T17:59:20.967074,4235,0.5850936,0.8984375
train,2018-12-03T17:59:21.376378,4236,0.5223729,0.9140625
train,2018-12-03T17:59:21.779824,4237,0.549337,0.9140625
train,2018-12-03T17:59:22.185513,4238,0.51631516,0.9296875
train,2018-12-03T17:59:22.597830,4239,0.5401364,0.9140625
train,2018-12-03T17:59:23.002991,4240,0.51165545,0.9453125
train,2018-12-03T17:59:23.417064,4241,0.513391,0.921875
train,2018-12-03T17:59:23.834541,4242,0.5108532,0.9375
train,2018-12-03T17:59:24.244661,4243,0.47765416,0.9453125
train,2018-12-03T17:59:24.653908,4244,0.4885214,0.9375
train,2018-12-03T17:59:25.068084,4245,0.5295219,0.90625
train,2018-12-03T17:59:25.478051,4246,0.5459684,0.921875
train,2018-12-03T17:59:25.886689,4247,0.51330906,0.921875
train,2018-12-03T17:59:26.304594,4248,0.5566587,0.9140625
train,2018-12-03T17:59:26.719285,4249,0.5245417,0.9296875
train,2018-12-03T17:59:27.131799,4250,0.55367815,0.9296875
train,2018-12-03T17:59:27.542506,4251,0.53049517,0.921875
train,2018-12-03T17:59:27.949926,4252,0.4988973,0.9296875
train,2018-12-03T17:59:28.362893,4253,0.5383454,0.9140625
train,2018-12-03T17:59:28.768171,4254,0.4839396,0.9453125
train,2018-12-03T17:59:29.182321,4255,0.5143994,0.9296875
train,2018-12-03T17:59:29.592095,4256,0.54995984,0.9140625
train,2018-12-03T17:59:30.008122,4257,0.5148228,0.9375
train,2018-12-03T17:59:30.428074,4258,0.5118701,0.9375
train,2018-12-03T17:59:30.843715,4259,0.5765145,0.875
train,2018-12-03T17:59:31.253431,4260,0.5073419,0.9375
train,2018-12-03T17:59:31.667920,4261,0.5516951,0.9140625
train,2018-12-03T17:59:32.082051,4262,0.53361076,0.921875
train,2018-12-03T17:59:32.495398,4263,0.5102464,0.9375
train,2018-12-03T17:59:32.905560,4264,0.5618201,0.8828125
train,2018-12-03T17:59:33.324272,4265,0.49953127,0.953125
train,2018-12-03T17:59:33.732600,4266,0.5068042,0.9609375
train,2018-12-03T17:59:34.139380,4267,0.5417077,0.890625
train,2018-12-03T17:59:34.550720,4268,0.5446255,0.90625
train,2018-12-03T17:59:34.958368,4269,0.5333608,0.890625
train,2018-12-03T17:59:35.371799,4270,0.51702946,0.9453125
train,2018-12-03T17:59:35.786876,4271,0.49498117,0.9453125
train,2018-12-03T17:59:36.196405,4272,0.5477307,0.921875
train,2018-12-03T17:59:36.612203,4273,0.571193,0.9140625
train,2018-12-03T17:59:37.023189,4274,0.5253835,0.90625
train,2018-12-03T17:59:37.434759,4275,0.47115248,0.9609375
train,2018-12-03T17:59:37.850733,4276,0.48668882,0.9375
train,2018-12-03T17:59:38.267080,4277,0.53865325,0.9375
train,2018-12-03T17:59:38.680167,4278,0.54533887,0.9453125
train,2018-12-03T17:59:39.091339,4279,0.5209844,0.90625
train,2018-12-03T17:59:39.506050,4280,0.5613106,0.859375
train,2018-12-03T17:59:39.918085,4281,0.4753194,0.9453125
train,2018-12-03T17:59:40.332806,4282,0.60879624,0.90625
train,2018-12-03T17:59:40.737519,4283,0.5529903,0.8984375
train,2018-12-03T17:59:41.145988,4284,0.55554074,0.9140625
train,2018-12-03T17:59:41.557397,4285,0.5473539,0.9296875
train,2018-12-03T17:59:41.965325,4286,0.54825145,0.8984375
train,2018-12-03T17:59:42.382325,4287,0.55474794,0.921875
train,2018-12-03T17:59:42.795940,4288,0.5537493,0.9140625
train,2018-12-03T17:59:43.202686,4289,0.5170311,0.9296875
train,2018-12-03T17:59:43.613192,4290,0.50441843,0.953125
train,2018-12-03T17:59:44.024572,4291,0.5148186,0.953125
train,2018-12-03T17:59:44.429502,4292,0.4921451,0.9375
train,2018-12-03T17:59:44.846646,4293,0.49628967,0.953125
train,2018-12-03T17:59:45.265956,4294,0.5265285,0.9296875
train,2018-12-03T17:59:45.679287,4295,0.5708172,0.8984375
train,2018-12-03T17:59:46.092476,4296,0.49304882,0.9453125
train,2018-12-03T17:59:46.504740,4297,0.55325454,0.9140625
train,2018-12-03T17:59:46.911476,4298,0.5521344,0.921875
train,2018-12-03T17:59:47.325797,4299,0.60821265,0.875
train,2018-12-03T17:59:47.739446,4300,0.48460573,0.9453125
dev,2018-12-03T17:59:48.146865,4300,0.8469504,0.74757
train,2018-12-03T18:00:03.144111,4301,0.49847394,0.9453125
train,2018-12-03T18:00:03.574996,4302,0.57766914,0.875
train,2018-12-03T18:00:03.985859,4303,0.5380703,0.9296875
train,2018-12-03T18:00:04.397156,4304,0.49499333,0.9375
train,2018-12-03T18:00:04.803435,4305,0.51650894,0.90625
train,2018-12-03T18:00:05.219059,4306,0.50304216,0.9609375
train,2018-12-03T18:00:05.627316,4307,0.55517465,0.9140625
train,2018-12-03T18:00:06.035013,4308,0.536579,0.90625
train,2018-12-03T18:00:06.451560,4309,0.54006654,0.9375
train,2018-12-03T18:00:06.867699,4310,0.5840472,0.890625
train,2018-12-03T18:00:07.274584,4311,0.4888581,0.921875
train,2018-12-03T18:00:07.684877,4312,0.5204622,0.953125
train,2018-12-03T18:00:08.095534,4313,0.5584724,0.9453125
train,2018-12-03T18:00:08.503422,4314,0.5468164,0.9296875
train,2018-12-03T18:00:08.912543,4315,0.506376,0.9140625
train,2018-12-03T18:00:09.326233,4316,0.5597764,0.8984375
train,2018-12-03T18:00:09.738102,4317,0.5582697,0.90625
train,2018-12-03T18:00:10.151303,4318,0.5284045,0.9375
train,2018-12-03T18:00:10.568839,4319,0.5229652,0.9453125
train,2018-12-03T18:00:10.979888,4320,0.55725574,0.9296875
train,2018-12-03T18:00:11.393006,4321,0.49808758,0.9375
train,2018-12-03T18:00:11.806646,4322,0.54608905,0.9140625
train,2018-12-03T18:00:12.216819,4323,0.5727014,0.90625
train,2018-12-03T18:00:12.627922,4324,0.5434726,0.9375
train,2018-12-03T18:00:13.037034,4325,0.46460295,0.9453125
train,2018-12-03T18:00:13.449972,4326,0.5257445,0.90625
train,2018-12-03T18:00:13.862527,4327,0.5935516,0.90625
train,2018-12-03T18:00:14.273311,4328,0.5038743,0.9375
train,2018-12-03T18:00:14.686997,4329,0.55444944,0.9296875
train,2018-12-03T18:00:15.093537,4330,0.49258465,0.921875
train,2018-12-03T18:00:15.504378,4331,0.49025962,0.953125
train,2018-12-03T18:00:15.913884,4332,0.48085475,0.9609375
train,2018-12-03T18:00:16.328164,4333,0.5224351,0.9375
train,2018-12-03T18:00:16.743779,4334,0.57619786,0.9140625
train,2018-12-03T18:00:17.149215,4335,0.5260625,0.921875
train,2018-12-03T18:00:17.559955,4336,0.5857873,0.8671875
train,2018-12-03T18:00:17.971668,4337,0.5067246,0.9375
train,2018-12-03T18:00:18.385842,4338,0.5318786,0.9140625
train,2018-12-03T18:00:18.804673,4339,0.49599862,0.9375
train,2018-12-03T18:00:19.213773,4340,0.5137962,0.9296875
train,2018-12-03T18:00:19.625153,4341,0.59260666,0.890625
train,2018-12-03T18:00:20.041540,4342,0.49316567,0.9140625
train,2018-12-03T18:00:20.449837,4343,0.58842707,0.90625
train,2018-12-03T18:00:20.857308,4344,0.48980665,0.9765625
train,2018-12-03T18:00:21.269504,4345,0.5684341,0.8671875
train,2018-12-03T18:00:21.680444,4346,0.5331328,0.90625
train,2018-12-03T18:00:22.097789,4347,0.5736836,0.9296875
train,2018-12-03T18:00:22.505793,4348,0.55067354,0.9140625
train,2018-12-03T18:00:22.913797,4349,0.5359558,0.921875
train,2018-12-03T18:00:23.331212,4350,0.47776592,0.9453125
train,2018-12-03T18:00:23.743581,4351,0.5632496,0.9375
train,2018-12-03T18:00:24.159608,4352,0.5952007,0.8671875
train,2018-12-03T18:00:24.570703,4353,0.48779655,0.9296875
train,2018-12-03T18:00:24.985605,4354,0.4726969,0.9453125
train,2018-12-03T18:00:25.391530,4355,0.5384431,0.90625
train,2018-12-03T18:00:25.798832,4356,0.5760467,0.9140625
train,2018-12-03T18:00:26.213442,4357,0.53051674,0.90625
train,2018-12-03T18:00:26.619837,4358,0.53929055,0.9375
train,2018-12-03T18:00:27.032122,4359,0.5654664,0.9140625
train,2018-12-03T18:00:27.435165,4360,0.6055612,0.8828125
train,2018-12-03T18:00:27.846344,4361,0.49606782,0.921875
train,2018-12-03T18:00:28.261652,4362,0.54787296,0.9375
train,2018-12-03T18:00:28.677866,4363,0.5343827,0.9453125
train,2018-12-03T18:00:29.086727,4364,0.5620102,0.921875
train,2018-12-03T18:00:29.496118,4365,0.5393831,0.90625
train,2018-12-03T18:00:29.910235,4366,0.4910521,0.9296875
train,2018-12-03T18:00:30.320562,4367,0.50444996,0.953125
train,2018-12-03T18:00:30.732324,4368,0.5500208,0.875
train,2018-12-03T18:00:31.146653,4369,0.5550697,0.90625
train,2018-12-03T18:00:31.553233,4370,0.5074891,0.9453125
train,2018-12-03T18:00:31.964046,4371,0.56018907,0.890625
train,2018-12-03T18:00:32.377524,4372,0.5113421,0.953125
train,2018-12-03T18:00:32.785766,4373,0.55264246,0.9296875
train,2018-12-03T18:00:33.197375,4374,0.5276384,0.9453125
train,2018-12-03T18:00:33.615172,4375,0.5151353,0.9375
train,2018-12-03T18:00:34.026243,4376,0.5616473,0.9140625
train,2018-12-03T18:00:34.433258,4377,0.5622653,0.890625
train,2018-12-03T18:00:34.842576,4378,0.53064954,0.9296875
train,2018-12-03T18:00:35.256637,4379,0.54659265,0.890625
train,2018-12-03T18:00:35.674333,4380,0.565282,0.8984375
train,2018-12-03T18:00:36.083782,4381,0.5800231,0.921875
train,2018-12-03T18:00:36.496998,4382,0.53830767,0.90625
train,2018-12-03T18:00:36.909778,4383,0.52194214,0.9296875
train,2018-12-03T18:00:37.317829,4384,0.50625026,0.921875
train,2018-12-03T18:00:37.730023,4385,0.52562624,0.9609375
train,2018-12-03T18:00:38.140959,4386,0.49773878,0.953125
train,2018-12-03T18:00:38.554263,4387,0.62221324,0.8515625
train,2018-12-03T18:00:38.969396,4388,0.5157989,0.9453125
train,2018-12-03T18:00:39.378171,4389,0.5414345,0.921875
train,2018-12-03T18:00:39.782018,4390,0.44921798,0.9609375
train,2018-12-03T18:00:40.195615,4391,0.54673606,0.9296875
train,2018-12-03T18:00:40.606983,4392,0.55273616,0.8828125
train,2018-12-03T18:00:41.013880,4393,0.5674343,0.921875
train,2018-12-03T18:00:41.425929,4394,0.53490883,0.9453125
train,2018-12-03T18:00:41.840972,4395,0.57037914,0.8984375
train,2018-12-03T18:00:42.248660,4396,0.5909372,0.8828125
train,2018-12-03T18:00:42.658785,4397,0.61637795,0.828125
train,2018-12-03T18:00:43.074176,4398,0.50675625,0.9375
train,2018-12-03T18:00:43.481077,4399,0.55475664,0.9140625
train,2018-12-03T18:00:43.894637,4400,0.5148505,0.9296875
dev,2018-12-03T18:00:44.306445,4400,0.84495187,0.7481532
train,2018-12-03T18:00:59.170826,4401,0.6064873,0.890625
train,2018-12-03T18:00:59.598442,4402,0.5680247,0.90625
train,2018-12-03T18:01:00.009705,4403,0.5695707,0.8671875
train,2018-12-03T18:01:00.430354,4404,0.61123043,0.8828125
train,2018-12-03T18:01:00.842220,4405,0.5254451,0.9296875
train,2018-12-03T18:01:01.253466,4406,0.5633087,0.9140625
train,2018-12-03T18:01:01.660027,4407,0.516664,0.9375
train,2018-12-03T18:01:02.067333,4408,0.5220263,0.9296875
train,2018-12-03T18:01:02.482592,4409,0.57212883,0.890625
train,2018-12-03T18:01:02.895438,4410,0.47341996,0.953125
train,2018-12-03T18:01:03.306008,4411,0.5824973,0.890625
train,2018-12-03T18:01:03.724081,4412,0.56244075,0.8984375
train,2018-12-03T18:01:04.136951,4413,0.55131066,0.921875
train,2018-12-03T18:01:04.551028,4414,0.5027202,0.9453125
train,2018-12-03T18:01:04.960970,4415,0.5031522,0.921875
train,2018-12-03T18:01:05.378492,4416,0.546531,0.9375
train,2018-12-03T18:01:05.795830,4417,0.5655341,0.8828125
train,2018-12-03T18:01:06.209281,4418,0.5404941,0.921875
train,2018-12-03T18:01:06.619603,4419,0.53635514,0.9375
train,2018-12-03T18:01:07.036082,4420,0.49879256,0.9453125
train,2018-12-03T18:01:07.442547,4421,0.5154812,0.90625
train,2018-12-03T18:01:07.851333,4422,0.53327596,0.9375
train,2018-12-03T18:01:08.260145,4423,0.5257894,0.90625
train,2018-12-03T18:01:08.666877,4424,0.5936539,0.875
train,2018-12-03T18:01:09.080247,4425,0.5398382,0.890625
train,2018-12-03T18:01:09.493745,4426,0.5118423,0.953125
train,2018-12-03T18:01:09.902530,4427,0.5570371,0.890625
train,2018-12-03T18:01:10.317960,4428,0.57859313,0.890625
train,2018-12-03T18:01:10.730785,4429,0.5767979,0.9140625
train,2018-12-03T18:01:11.137805,4430,0.5692309,0.9140625
train,2018-12-03T18:01:11.552045,4431,0.5755093,0.8984375
train,2018-12-03T18:01:11.961697,4432,0.45758122,0.953125
train,2018-12-03T18:01:12.369586,4433,0.56536335,0.90625
train,2018-12-03T18:01:12.781489,4434,0.55580026,0.8984375
train,2018-12-03T18:01:13.194293,4435,0.4982909,0.90625
train,2018-12-03T18:01:13.606211,4436,0.47951043,0.953125
train,2018-12-03T18:01:14.017840,4437,0.53838795,0.8984375
train,2018-12-03T18:01:14.429290,4438,0.5239614,0.9296875
train,2018-12-03T18:01:14.832399,4439,0.5112383,0.9140625
train,2018-12-03T18:01:15.241894,4440,0.5116499,0.9453125
train,2018-12-03T18:01:15.658812,4441,0.56034636,0.890625
train,2018-12-03T18:01:16.069817,4442,0.57629794,0.90625
train,2018-12-03T18:01:16.480104,4443,0.49353534,0.9609375
train,2018-12-03T18:01:16.892003,4444,0.49591616,0.9453125
train,2018-12-03T18:01:17.299976,4445,0.5877619,0.90625
train,2018-12-03T18:01:17.726686,4446,0.5966169,0.90625
train,2018-12-03T18:01:18.135476,4447,0.49445337,0.9296875
train,2018-12-03T18:01:18.549454,4448,0.57403433,0.90625
train,2018-12-03T18:01:18.960275,4449,0.5600515,0.90625
train,2018-12-03T18:01:19.368239,4450,0.55617446,0.9296875
train,2018-12-03T18:01:19.780496,4451,0.5392705,0.90625
train,2018-12-03T18:01:20.191194,4452,0.5185647,0.9375
train,2018-12-03T18:01:20.597608,4453,0.5358311,0.9375
train,2018-12-03T18:01:21.016254,4454,0.4826278,0.953125
train,2018-12-03T18:01:21.432576,4455,0.5184731,0.9140625
train,2018-12-03T18:01:21.839998,4456,0.5878531,0.8984375
train,2018-12-03T18:01:22.251430,4457,0.51767963,0.953125
train,2018-12-03T18:01:22.663653,4458,0.51844215,0.890625
train,2018-12-03T18:01:23.075664,4459,0.55954313,0.9140625
train,2018-12-03T18:01:23.494058,4460,0.5433749,0.9453125
train,2018-12-03T18:01:23.908585,4461,0.54975903,0.921875
train,2018-12-03T18:01:24.315692,4462,0.52147985,0.90625
train,2018-12-03T18:01:24.732554,4463,0.57033813,0.8828125
train,2018-12-03T18:01:25.146872,4464,0.50662977,0.921875
train,2018-12-03T18:01:25.557438,4465,0.56297946,0.8671875
train,2018-12-03T18:01:25.966908,4466,0.51732004,0.9296875
train,2018-12-03T18:01:26.375617,4467,0.54932135,0.9375
